road_id,rainfall_mm,flood_level,elevation_m,road_type,historical_blockages,traffic_density,disaster_intensity,distance_to_waterbody_km,road_condition,blockage_probability,blocked
R10643,142.56,0.5234,175.26,Highway,2,649.4,0.6729,3.71,0.9002,0.8265,1
R10644,283.54,0.4433,686.55,Bridge,5,1443.4,0.6085,4.28,0.5607,0.8238,1
R10645,64.34,0.2606,762.76,Local Road,1,1861.6,0.6466,7.66,0.7521,0.4821,0
R10646,22.25,0.1931,683.73,Local Road,8,872.8,0.2183,8.43,0.5966,0.2377,1
R10647,267.44,0.4533,656.24,Local Road,1,214.5,0.2267,6.96,0.5661,0.3348,1
R10648,254.3,0.6098,215.37,Rural Road,3,1324.7,0.4306,3.71,0.9521,0.869,1
R10649,297.78,0.6356,328.64,Local Road,11,1393.2,0.0959,2.14,0.8118,0.9338,1
R10650,203.82,0.4255,609.47,Main Road,4,1482.5,0.0746,4.03,0.634,0.246,0
R10651,281.01,0.541,98.94,Rural Road,2,310.2,0.0884,3.89,0.9517,0.8355,1
R10652,248.08,0.696,711.26,Main Road,4,1318.6,0.573,0.91,0.6572,0.7538,1
R10653,253.33,0.6409,172.15,Rural Road,2,1337,0.3977,2.53,0.6625,0.8317,0
R10654,170.74,0.5493,454.02,Rural Road,8,1172.5,0.2936,0.87,0.4728,0.7958,1
R10655,114.71,0.4125,88.52,Bridge,0,1885.4,0.3158,8.08,0.8085,0.5039,1
R10656,280.37,0.6367,152.23,Rural Road,15,1852.7,0.2073,1.42,0.7134,0.9386,0
R10657,129.64,0.3065,470.47,Local Road,3,382.8,0.4115,5.78,0.8951,0.301,0
R10658,161.65,0.334,509.54,Rural Road,2,693.6,0.2031,1.71,0.6611,0.1835,0
R10659,133.83,0.4127,219.45,Rural Road,3,1225.8,0.698,5.1,0.5314,0.8624,1
R10660,169.45,0.5448,99.68,Local Road,5,48.1,0.1239,0.92,0.6376,0.7358,1
R10661,141.15,0.4788,441.9,Rural Road,3,705.3,0.9482,5.1,0.4154,0.9007,1
R10662,14.39,0.3145,673.31,Main Road,7,826.9,0.0898,0.74,0.475,0.2782,0
R10663,264.61,0.7963,165.15,Local Road,1,893,0.9435,2.41,0.8596,0.9852,1
R10664,133.32,0.5633,554.79,Highway,2,860,0.8333,0.47,0.9674,0.761,0
R10665,176.68,0.5629,311.78,Local Road,11,1717.5,0.6807,2.68,0.9286,0.8488,1
R10666,41.76,0.2388,754.76,Local Road,3,1797.8,0.9123,6.07,0.7505,0.7006,1
R10667,1.02,0.1486,70.65,Local Road,0,564.3,0.1392,4.98,0.7578,0.1516,0
R10668,73.59,0.5503,36.77,Local Road,20,783.7,0.1763,0.23,0.9752,0.9102,0
R10669,211.38,0.5603,103.83,Highway,9,973.6,0.2522,2.42,0.9185,0.8438,1
R10670,29.76,0.1728,627.04,Local Road,5,43.6,0.2448,6.74,0.7455,0.1179,0
R10671,272.67,0.5098,738.6,Highway,2,612.6,0.3108,3.73,0.8183,0.4643,1
R10672,64.51,0.4715,658.87,Main Road,3,8.2,0.5756,0.26,0.5353,0.1978,0
R10673,61.38,0.3578,575.68,Rural Road,1,1096.5,0.0282,1.43,0.8651,0.1506,1
R10674,54.45,0.3432,50.78,Local Road,0,1159.9,0.3823,2.9,0.8515,0.2659,0
R10675,4.19,0.3497,174.98,Bridge,6,934.1,0.2464,0.71,0.902,0.5281,1
R10676,231.54,0.504,748.63,Rural Road,7,1707.7,0.6066,4.06,0.7007,0.8013,0
R10677,262.51,0.6674,500.12,Local Road,1,303,0.9852,3.58,0.2937,0.9582,1
R10678,184.25,0.5837,377.32,Highway,2,1934.3,0.5177,0.84,0.9151,0.6783,1
R10679,56.46,0.2781,523.59,Local Road,8,207.6,0.4257,2.85,0.5566,0.4548,1
R10680,85.58,0.3525,146.98,Main Road,1,1184.7,0.3682,5.89,0.7775,0.1795,0
R10681,142.78,0.5294,714.83,Rural Road,1,1057.3,0.7849,1.69,0.7591,0.6176,1
R10682,286.3,0.557,526.76,Highway,10,54,0.072,1.04,0.7091,0.677,1
R10683,74.21,0.4016,379.64,Bridge,1,820.4,0.9598,4.28,0.7193,0.5829,1
R10684,219.49,0.6446,368.61,Local Road,2,1237.1,0.4179,0.31,0.6552,0.8736,1
R10685,131.83,0.1751,658.79,Highway,10,1761.7,0.3137,6.31,0.6077,0.5557,1
R10686,89.35,0.4836,249.76,Rural Road,2,1246,0.9741,10.1,0.5098,0.7826,1
R10687,136.77,0.494,114.02,Main Road,2,723.7,0.9359,11.76,0.7541,0.7125,1
R10688,21.36,0.4833,152.61,Local Road,7,505.8,0.6419,2.03,0.644,0.6014,1
R10689,239.61,0.4905,69.5,Rural Road,1,74.9,0.0185,3.47,0.557,0.5973,1
R10690,72.99,0.2926,408.75,Highway,10,1411,0.7485,6.87,0.6179,0.7464,1
R10691,217.62,0.5452,543.42,Highway,8,1689.3,0.3356,0.94,0.4736,0.6414,1
R10692,20.5,0.3564,747.52,Main Road,4,1893.4,0.3883,0.15,0.5189,0.293,0
R10693,286.53,0.5438,601.9,Main Road,2,1492.6,0.1587,1.75,0.8625,0.6228,1
R10694,57.9,0.1819,468.57,Local Road,4,1107.8,0.5235,7.6,0.7567,0.2049,0
R10695,264.82,0.5948,691.84,Bridge,3,157.9,0.7446,2.51,0.7163,0.8396,1
R10696,242.84,0.4491,714.31,Local Road,1,1448.4,0.273,2.69,0.7618,0.3444,0
R10697,290.36,0.6944,571.35,Rural Road,4,1739.5,0.9387,4.17,0.8097,0.9609,1
R10698,143.37,0.4752,49.75,Main Road,4,597.2,0.1947,3.04,0.6895,0.5517,0
R10699,218.22,0.6243,236.95,Rural Road,12,1783.8,0.0663,0.25,0.8694,0.9019,1
R10700,111.21,0.4942,272.27,Rural Road,5,694.4,0.6444,2.93,0.7881,0.8625,1
R10701,55.31,0.2758,797.92,Bridge,2,1515.9,0.8493,3.7,0.9185,0.4451,0
R10702,132.92,0.4558,374.01,Rural Road,5,1531.7,0.9531,3.64,0.6307,0.9046,1
R10703,49.72,0.312,610.7,Rural Road,2,1411.7,0.7672,4.61,0.8665,0.4796,1
R10704,294.61,0.542,651.97,Highway,3,1819.9,0.1997,2.62,0.7703,0.3978,1
R10705,28.87,0.3003,524.34,Rural Road,3,1966.1,0.9777,8.11,0.787,0.7871,1
R10706,176.76,0.7461,19.53,Main Road,2,574.5,0.9194,2.23,0.7558,0.9324,1
R10707,187.94,0.5502,20.38,Main Road,3,1367.7,0.1632,2.61,0.6733,0.7455,1
R10708,161.42,0.433,655.93,Local Road,3,960.3,0.5588,5.35,0.8364,0.3867,0
R10709,198.66,0.3935,592.7,Rural Road,6,1480,0.5555,6.32,0.754,0.524,1
R10710,34.85,0.3019,431.21,Highway,8,1938.3,0.4425,3.71,0.8057,0.4559,1
R10711,166.51,0.7053,202.85,Bridge,15,1135.8,0.9843,0.52,0.4927,0.9951,1
R10712,86.16,0.3878,73.94,Rural Road,4,325.6,0.0596,1.46,0.9332,0.418,0
R10713,282.05,0.8817,135.59,Main Road,6,1384,0.6272,0.12,0.7336,0.9901,1
R10714,228.62,0.5198,466.36,Main Road,8,1351,0.2053,1.28,0.7072,0.6521,0
R10715,291.75,0.5849,438.93,Highway,8,1020.1,0.5273,3.01,0.6487,0.9253,1
R10716,11.27,0.2503,753.31,Rural Road,14,1017.9,0.7797,5.78,0.818,0.7143,1
R10717,85.54,0.2249,766.03,Main Road,0,1036.5,0.2467,3.13,0.5584,0.0923,0
R10718,58.63,0.5395,462.93,Main Road,2,616.5,0.3934,0.19,0.6258,0.3519,0
R10719,3.35,0.4228,673.94,Local Road,3,277,0.9508,1.1,0.7787,0.6849,0
R10720,72.7,0.37,650.74,Local Road,0,468.6,0.7615,3.07,0.8838,0.3844,0
R10721,203.63,0.4747,603.14,Rural Road,1,695.6,0.5727,4.37,0.9207,0.5102,1
R10722,69.33,0.2272,352.68,Local Road,8,502.6,0.222,7.1,0.6575,0.2279,0
R10723,152.7,0.3718,314.58,Highway,0,348.9,0.4253,12.06,0.6063,0.525,1
R10724,266.35,0.5518,214.99,Local Road,4,1754.6,0.7741,7.83,0.6941,0.9646,1
R10725,208.13,0.4293,749.99,Main Road,4,1603.4,0.8205,2.25,0.7106,0.8495,1
R10726,118.39,0.2013,668.37,Main Road,11,1679.1,0.2446,4.86,0.8276,0.2604,0
R10727,111.74,0.5751,145.81,Main Road,1,22.1,0.6621,1.01,0.4934,0.8162,1
R10728,136.72,0.5812,205.71,Highway,2,1939.8,0.095,0.28,0.9248,0.5518,1
R10729,53.11,0.5092,467.16,Main Road,1,1453.3,0.0232,0.25,0.4003,0.2651,0
R10730,190.2,0.6028,333.81,Rural Road,7,1975.9,0.5487,1.02,0.9053,0.9325,1
R10731,109.25,0.5334,175.05,Rural Road,7,816.9,0.2244,0.18,0.6359,0.6984,1
R10732,255.71,0.393,633.97,Bridge,3,1204,0.0789,6.7,0.6955,0.404,1
R10733,226.97,0.7026,6.23,Highway,2,325.3,0.7298,2.41,0.952,0.9428,1
R10734,183.15,0.4647,277.9,Rural Road,1,1112.2,0.498,5.88,0.5485,0.823,1
R10735,109.26,0.3028,743.83,Main Road,1,415.1,0.7963,9.89,0.9554,0.4148,0
R10736,62.98,0.1479,609.81,Local Road,0,997.1,0.6639,17.9,0.897,0.1258,0
R10737,232.85,0.5298,324.02,Local Road,9,1050.1,0.7298,9.74,0.4479,0.9622,1
R10738,145.92,0.3101,743.34,Main Road,4,908,0.3074,4.46,0.7664,0.4448,1
R10739,67.43,0.2177,721.14,Main Road,1,1580.7,0.2633,2.09,0.6846,0.1761,0
R10740,58.55,0.4573,46.8,Main Road,9,817.4,0.6009,3.24,0.7564,0.6724,0
R10741,49.62,0.2985,106.71,Main Road,3,1883.3,0.2001,5.98,0.5926,0.2782,0
R10742,233.15,0.5771,312.85,Main Road,7,1651.3,0.8154,8.02,0.6289,0.9241,1
R10743,68.7,0.1871,743.87,Local Road,0,1710,0.5229,11.02,0.6534,0.152,0
R10744,157.99,0.3286,676.14,Main Road,0,1523.9,0.227,4.64,0.7754,0.2266,0
R10745,135.46,0.4962,42.97,Local Road,5,1546.2,0.6252,2.77,0.545,0.8984,1
R10746,173.88,0.4051,412.3,Main Road,3,56.7,0.945,12.14,0.804,0.7546,1
R10747,263.15,0.3654,577.6,Bridge,1,258.5,0.0821,11.2,0.8331,0.255,1
R10748,260.32,0.4906,224.36,Rural Road,5,1727.5,0.1093,2.32,0.5416,0.7855,1
R10749,135.32,0.4541,579.41,Highway,13,1784.5,0.8438,3.71,0.9179,0.9423,1
R10750,4.61,0.1562,298.93,Local Road,3,1184.1,0.1096,5.85,0.7438,0.1184,0
R10751,127.93,0.3698,222.87,Rural Road,18,1742.9,0.0394,2.04,0.7705,0.8204,1
R10752,181.86,0.5043,317.09,Main Road,5,1754.8,0.3479,6.24,0.4802,0.7301,1
R10753,167.33,0.5272,760.89,Local Road,2,329.3,0.4667,0.46,0.9113,0.4564,0
R10754,195.4,0.5086,724.71,Bridge,4,199.3,0.5694,2.35,0.3719,0.663,1
R10755,46.22,0.2997,731.59,Rural Road,4,1835.8,0.5073,2.36,0.7514,0.3171,0
R10756,193.96,0.5533,734.32,Main Road,2,944,0.9132,4.09,0.3969,0.8444,1
R10757,54.8,0.5783,146.73,Local Road,2,1527.4,0.7687,0.48,0.6175,0.9202,1
R10758,225.16,0.6802,717.37,Rural Road,2,1548,0.9838,0.43,0.9223,0.9169,1
R10759,101.73,0.369,173.76,Main Road,12,720.3,0.4765,8.13,0.8865,0.67,0
R10760,212.97,0.4069,671.32,Highway,2,1703.2,0.0843,1.32,0.6734,0.3772,0
R10761,14.36,0.4246,435.81,Main Road,5,124.1,0.9555,1.44,0.5648,0.7645,1
R10762,122.36,0.2751,195.77,Rural Road,3,994.2,0.0041,5.3,0.9443,0.2157,0
R10763,211.51,0.6277,321.82,Local Road,0,1960.7,0.7761,1.93,0.8,0.8946,1
R10764,68.06,0.1841,349.54,Local Road,8,907.3,0.0313,6.31,0.5899,0.2501,0
R10765,238.59,0.6161,587.87,Highway,11,748,0.7612,1.85,0.837,0.8289,1
R10766,189.23,0.5345,486.79,Main Road,6,558.2,0.9379,5.05,0.975,0.794,1
R10767,176.27,0.4026,654.34,Rural Road,6,1290.7,0.3893,2.66,0.8036,0.5233,1
R10768,106.06,0.292,320.46,Rural Road,1,77.2,0.241,9.66,0.6663,0.0961,0
R10769,144.74,0.3957,596.15,Highway,1,350.8,0.2263,1.44,0.3688,0.1559,0
R10770,179.2,0.4521,635.28,Rural Road,0,754.7,0.4917,1.63,0.8641,0.4825,0
R10771,141.74,0.28,55.2,Local Road,0,1538.6,0.1709,12.32,0.6423,0.255,1
R10772,209.49,0.514,303.63,Main Road,5,803.7,0.6729,4.73,0.8489,0.7722,1
R10773,130.11,0.346,709.36,Main Road,0,558.8,0.3684,5.23,0.5944,0.2364,0
R10774,60.68,0.3742,565.46,Main Road,0,667.4,0.3231,1.28,0.9723,0.1891,0
R10775,64.18,0.3513,337.66,Local Road,20,1008,0.4613,2.71,0.8491,0.7722,1
R10776,1.74,0.4179,150.46,Rural Road,5,1692.2,0.5426,1.37,0.6232,0.7185,1
R10777,90.29,0.408,81.81,Main Road,1,704.4,0.1419,1.1,0.6442,0.3023,0
R10778,224.68,0.5533,187.33,Local Road,4,1968.2,0.7078,2.73,0.6375,0.8581,1
R10779,238.25,0.5208,199.53,Main Road,3,1698.3,0.8829,15.46,0.6049,0.916,1
R10780,60.74,0.3869,299.68,Highway,1,1805.4,0.278,0.9,0.9067,0.3283,0
R10781,287.71,0.8214,145.65,Local Road,7,591.7,0.1804,1.02,0.8155,0.9706,1
R10782,150.72,0.7636,121.11,Main Road,20,1093,0.7605,1.02,0.7981,0.9902,1
R10783,275.09,0.5241,675.99,Main Road,17,33.3,0.1835,5.54,0.8769,0.6404,0
R10784,212.03,0.4278,203.38,Main Road,2,14.1,0.0413,2.55,0.8671,0.4848,0
R10785,216.73,0.699,451.48,Highway,3,364.7,0.6192,1.75,0.6371,0.8574,1
R10786,25.51,0.1897,163.44,Rural Road,5,1629,0.2398,6.55,0.8653,0.475,0
R10787,66,0.4615,395.94,Local Road,12,24.9,0.1718,1.29,0.577,0.7387,1
R10788,2.64,0.4968,224.99,Local Road,0,1176.1,0.9816,1.79,0.6547,0.6484,1
R10789,214.84,0.6592,74.01,Main Road,1,1351.2,0.2919,0.32,0.8554,0.7355,1
R10790,103.33,0.65,785.83,Highway,1,1110.6,0.9034,0.49,0.5175,0.6834,1
R10791,236,0.7175,368.96,Rural Road,5,1435.3,0.1782,0.56,0.4321,0.8358,1
R10792,101.68,0.5015,317.47,Rural Road,3,671.9,0.819,1.54,0.7549,0.7619,0
R10793,245.8,0.644,163.3,Rural Road,10,493.3,0.502,2.65,0.702,0.9572,1
R10794,39.21,0.3304,398.82,Main Road,7,1267.1,0.0786,0.05,0.5445,0.1746,0
R10795,52.01,0.4765,510,Highway,1,1115.2,0.7336,0.79,0.8975,0.7224,1
R10796,102.26,0.6195,247.2,Highway,5,281.2,0.8921,0.73,0.5454,0.9478,1
R10797,122.55,0.4389,386.93,Local Road,2,947.5,0.163,1.07,0.7132,0.2182,1
R10798,104.61,0.6999,193.48,Local Road,1,482.5,0.7256,0.69,0.7295,0.8436,0
R10799,229.09,0.5887,424.53,Bridge,0,95.4,0.4451,0.81,0.7318,0.7644,1
R10800,29.09,0.213,630.84,Local Road,1,1202.1,0.7539,14.5,0.8074,0.26,0
R10801,105.37,0.5442,52.87,Main Road,0,1946.2,0.7139,3.21,0.7444,0.7978,1
R10802,251.17,0.355,416.68,Rural Road,6,173.3,0.0266,5.08,0.5792,0.2826,1
R10803,20.04,0.1404,322.49,Local Road,2,175.5,0.1787,6.04,0.858,0.1256,0
R10804,282.7,0.6949,63.86,Highway,5,1556.8,0.471,3.91,0.9167,0.9665,1
R10805,295.9,0.6881,752.7,Main Road,8,1912.7,0.9336,4.31,0.4404,0.9749,0
R10806,26.57,0.276,211.58,Rural Road,2,838.9,0.3421,3.55,0.5031,0.2074,0
R10807,87.38,0.4243,453.87,Highway,2,964.3,0.6289,3.72,0.4469,0.4175,0
R10808,111.72,0.3116,301.23,Rural Road,2,135.5,0.0121,9.28,0.4849,0.137,0
R10809,232.92,0.7343,220.55,Rural Road,2,791.3,0.7111,0.77,0.9155,0.9608,1
R10810,178.78,0.6434,424.11,Main Road,3,751.6,0.6031,1.17,0.7901,0.8035,1
R10811,193.31,0.6611,552.78,Local Road,6,262.6,0.7154,0.39,0.5945,0.7891,1
R10812,227.25,0.4527,629.5,Main Road,6,449.3,0.9047,6.41,0.8759,0.6818,0
R10813,35.39,0.2704,508.97,Local Road,3,514.7,0.1465,2.13,0.9148,0.1531,0
R10814,249.96,0.4187,423.41,Local Road,6,1551.3,0.2616,8.37,0.8636,0.5605,1
R10815,211.69,0.5996,622.92,Highway,7,146.8,0.9958,1.91,0.8559,0.8228,0
R10816,173.2,0.4342,416.38,Rural Road,0,78.3,0.1563,2.1,0.7707,0.2909,0
R10817,266.92,0.6024,779.51,Main Road,0,1253.7,0.7206,2.13,0.6519,0.6277,0
R10818,210.09,0.5748,423.76,Main Road,4,800.7,0.7251,3.37,0.872,0.7056,1
R10819,60.51,0.4151,257.21,Highway,1,611.5,0.683,5.14,0.9812,0.4934,0
R10820,128.92,0.5053,359.86,Bridge,1,90.6,0.2274,1.56,0.5591,0.4338,0
R10821,148.21,0.3772,394.54,Rural Road,11,1564.6,0.2151,3.53,0.6729,0.751,1
R10822,16.57,0.4577,230.37,Local Road,1,790.6,0.6663,0.85,0.6337,0.4701,0
R10823,286.39,0.6723,131.2,Rural Road,2,1331.5,0.1863,2.88,0.7461,0.8601,1
R10824,38.57,0.3753,347.95,Local Road,16,1673.9,0.6616,2.82,0.6757,0.9453,1
R10825,209.24,0.3548,718.14,Rural Road,6,187.4,0.4925,7.73,0.8829,0.4237,0
R10826,151.87,0.3915,208.15,Bridge,19,232.4,0.3866,7.97,0.8464,0.8245,1
R10827,7.69,0.2049,292.65,Rural Road,9,1428.3,0.3002,2.39,0.8776,0.3012,0
R10828,277.42,0.8195,607.39,Main Road,1,1669.2,0.9476,0.14,0.5331,0.9582,1
R10829,255.55,0.5393,70.41,Bridge,2,532.5,0.5081,6.57,0.6838,0.9045,1
R10830,157.28,0.581,660.93,Highway,10,350.4,0.5613,0.05,0.8443,0.5476,0
R10831,68.68,0.4755,577.62,Bridge,4,303.2,0.9493,2.33,0.8754,0.6533,1
R10832,36.49,0.5846,442.06,Bridge,11,213.6,0.6539,0.12,0.8574,0.8438,1
R10833,109.02,0.7006,171.54,Highway,4,901.2,0.9579,1.57,0.858,0.9056,1
R10834,76.63,0.3037,78.68,Highway,3,1313.4,0.1064,3.59,0.4904,0.1395,1
R10835,152.01,0.6196,189.22,Rural Road,3,581,0.8466,1.67,0.6138,0.9571,1
R10836,289.92,0.4218,610.39,Highway,4,1506.6,0.3354,9.21,0.8319,0.5475,1
R10837,172.49,0.497,747.13,Rural Road,1,604.3,0.8105,3.63,0.7748,0.5372,0
R10838,266.98,0.522,591.62,Main Road,0,1256.6,0.8556,3.69,0.6236,0.7539,1
R10839,195.26,0.5018,424.46,Highway,0,452.5,0.2715,1.69,0.9399,0.1924,0
R10840,142.57,0.5554,760.79,Local Road,2,885.7,0.4088,0.19,0.8086,0.3836,0
R10841,256.38,0.5061,663.71,Main Road,9,216.5,0.726,4.74,0.6956,0.9063,1
R10842,141.41,0.2801,526.39,Main Road,1,1576.2,0.0991,4.46,0.5217,0.1874,1
R10843,260.59,0.7683,35.13,Local Road,3,98.2,0.7555,2.69,0.7885,0.9818,1
R10844,87.47,0.379,233.75,Highway,2,339.4,0.1105,1.93,0.6964,0.2366,0
R10845,38.64,0.5129,250.03,Local Road,9,1042.1,0.9145,2.76,0.7599,0.862,1
R10846,256.59,0.5895,281.06,Local Road,10,442.4,0.2763,4.86,0.7459,0.9598,1
R10847,176.22,0.5068,314.56,Rural Road,6,876.5,0.5756,4.42,0.7876,0.7823,1
R10848,266.73,0.414,751.8,Local Road,5,586,0.1172,3.81,0.9204,0.6268,0
R10849,281.35,0.519,594.79,Highway,1,411.4,0.2695,8.24,0.8995,0.2443,0
R10850,16.09,0.1185,555.09,Rural Road,3,548.8,0.404,3.34,0.806,0.2013,0
R10851,150.29,0.5699,344.08,Local Road,7,179.5,0.487,0.1,0.8321,0.7205,1
R10852,112.49,0.3579,273.35,Main Road,1,58.1,0.0001,3.42,0.202,0.1701,0
R10853,187.76,0.7495,100.06,Main Road,17,640.4,0.8887,3.37,0.8677,0.9803,1
R10854,238.08,0.6607,365.53,Local Road,4,123.2,0.0077,0.3,0.6715,0.6702,0
R10855,84.18,0.5343,168.25,Main Road,8,595.9,0.7737,2,0.7176,0.9084,1
R10856,167.04,0.4415,315.85,Highway,1,1714.7,0.4706,3.74,0.4946,0.5596,1
R10857,212.62,0.5744,129.33,Local Road,5,89.9,0.5239,4.32,0.919,0.7877,1
R10858,40.33,0.2617,278.48,Local Road,4,1059.1,0.2083,7.87,0.5033,0.2305,1
R10859,244.22,0.6175,39.17,Local Road,11,913.5,0.6074,6.49,0.5721,0.9631,1
R10860,181.83,0.7217,9.79,Local Road,2,1177.7,0.5372,0.48,0.8158,0.9479,1
R10861,284.86,0.5353,696.58,Rural Road,4,491.5,0.1642,3.33,0.7834,0.5804,1
R10862,101.86,0.3363,514.8,Main Road,2,1162.4,0.2381,3.23,0.7684,0.2912,0
R10863,32.44,0.3282,472.19,Rural Road,9,473.4,0.0669,1.32,0.7461,0.2319,0
R10864,151.95,0.5401,413.47,Rural Road,6,650.5,0.0663,0.76,0.8799,0.5806,1
R10865,25.74,0.2518,582.75,Local Road,10,1527.7,0.0138,0.83,0.8048,0.2721,0
R10866,290.86,0.6561,590.25,Highway,1,1838,0.2205,0.73,0.8719,0.8485,1
R10867,11.61,0.2145,748.52,Bridge,2,767,0.6797,5.79,0.4121,0.49,0
R10868,226.05,0.6198,199.31,Main Road,2,1562.7,0.3162,0.61,0.7266,0.8751,1
R10869,157.53,0.4374,629.23,Local Road,3,211.8,0.3427,1.12,0.7353,0.2807,0
R10870,110.59,0.3482,792.97,Rural Road,2,35.5,0.1319,0.91,0.7506,0.2003,0
R10871,19.75,0.3999,28.07,Highway,1,234.2,0.5755,4.42,0.7828,0.3188,1
R10872,186.65,0.6082,302.32,Rural Road,4,1762,0.3421,0.65,0.8988,0.8766,1
R10873,175.57,0.7186,351.65,Local Road,3,1527.9,0.6763,0.14,0.7652,0.8883,1
R10874,84.26,0.465,658.36,Rural Road,5,127.8,0.7415,1.69,0.8724,0.4809,0
R10875,273.07,0.8031,15.93,Main Road,0,1656.7,0.5847,1.32,0.7203,0.9779,1
R10876,91.23,0.4086,480.9,Main Road,0,656.1,0.2761,1.82,0.6743,0.2435,0
R10877,134.92,0.34,714.6,Main Road,1,490,0.5086,4.96,0.5127,0.3432,0
R10878,163.13,0.6457,122.36,Main Road,1,210.2,0.2519,0.09,0.7157,0.7028,1
R10879,30.07,0.6846,96.88,Local Road,5,220,0.9029,0.18,0.7693,0.9247,1
R10880,279.65,0.6717,799.83,Highway,4,1247.1,0.7664,1.08,0.4012,0.9426,1
R10881,112.36,0.3495,661.64,Main Road,10,1862.3,0.493,7.75,0.7859,0.5199,1
R10882,24.23,0.4823,559.45,Rural Road,2,1672.2,0.9655,0.7,0.5523,0.7201,1
R10883,116.19,0.3202,322.19,Main Road,2,1046.7,0.5468,20,0.868,0.1785,0
R10884,180.06,0.3784,683.9,Main Road,4,1182.7,0.3285,5.78,0.7921,0.3284,1
R10885,154.1,0.4738,738.6,Main Road,7,1005.3,0.0955,2.18,0.7194,0.3771,0
R10886,208.36,0.3568,587.26,Local Road,8,1630.2,0.5437,4.87,0.4886,0.7394,0
R10887,16.65,0.4528,321.49,Local Road,5,360.3,0.8604,2.61,0.6484,0.56,0
R10888,85.36,0.4746,468.91,Main Road,5,1330.2,0.8667,2.97,0.9191,0.8347,1
R10889,245.77,0.6234,83.32,Main Road,2,998.7,0.6046,3.09,0.7218,0.9283,1
R10890,23.97,0.3327,130.63,Bridge,5,200.1,0.3934,3.71,0.9049,0.3081,0
R10891,256.65,0.6804,627.51,Highway,4,222.8,0.6503,0.27,0.5778,0.8263,1
R10892,27.57,0.3841,28.31,Rural Road,2,1614.2,0.7621,3.4,0.8987,0.6243,0
R10893,250.34,0.5998,44.11,Rural Road,8,1153.8,0.4116,4.47,0.7231,0.9486,1
R10894,108.24,0.4355,408.88,Local Road,16,179.9,0.4763,1.35,0.8047,0.8361,1
R10895,183.66,0.4835,140.57,Local Road,6,1356.6,0.6806,13.5,0.7798,0.8508,1
R10896,45.87,0.5486,238.49,Rural Road,0,1836.3,0.8767,0.6,0.854,0.8371,1
R10897,19.85,0.2679,322.07,Highway,5,1450.8,0.791,8.5,0.7322,0.6829,1
R10898,64.78,0.2796,420.19,Main Road,1,151.7,0.0224,4,0.3663,0.1095,0
R10899,38.36,0.1949,230.41,Rural Road,5,4.4,0.1244,3.87,0.9317,0.144,0
R10900,93.72,0.3844,389.42,Local Road,0,1447.2,0.8528,7.36,0.9428,0.6546,0
R10901,154.31,0.5035,299.69,Bridge,0,1527.2,0.8338,6.29,0.5915,0.9193,1
R10902,176.63,0.6084,69.42,Main Road,6,416.6,0.3888,1.53,0.7823,0.8252,0
R10903,236.96,0.459,694.37,Rural Road,4,1095.7,0.5843,4.33,0.3882,0.8186,0
R10904,196.87,0.8159,228.69,Bridge,2,967.4,0.9058,0.23,0.4165,0.9823,1
R10905,182.63,0.5499,489.45,Highway,3,1721.2,0.9116,2.23,0.6492,0.8984,1
R10906,123.53,0.3556,457.99,Main Road,2,1801.8,0.7831,9.77,0.7065,0.6557,1
R10907,142.14,0.6038,163.34,Bridge,0,1222.8,0.2096,1.17,0.8608,0.7724,1
R10908,124.36,0.7433,28.82,Rural Road,3,548.5,0.7303,0.23,0.463,0.9678,1
R10909,252.65,0.4424,686.26,Highway,0,120.2,0.1011,3.11,0.8752,0.312,0
R10910,69,0.5375,400.66,Main Road,4,1699.3,0.8939,1.59,0.8727,0.6952,1
R10911,1.72,0.2435,334.5,Local Road,4,1945.5,0.1491,1.72,0.8276,0.2926,0
R10912,195.4,0.5206,611.51,Main Road,5,1356.1,0.6623,3.11,0.9183,0.7487,0
R10913,60.74,0.4059,31.36,Local Road,4,429.4,0.6102,3.45,0.9903,0.4295,1
R10914,267.03,0.6292,613.35,Main Road,2,1615.1,0.7769,2.06,0.8787,0.8562,1
R10915,257.71,0.6217,330.09,Main Road,4,1058.3,0.5516,2.53,0.8143,0.93,1
R10916,23.02,0.0725,443.54,Main Road,2,249.7,0.0596,17.55,0.9037,0.031,0
R10917,31.92,0.2344,603.19,Local Road,1,895.4,0.7058,11.08,0.6877,0.5986,1
R10918,148.55,0.408,439.71,Rural Road,6,81,0.3832,4.35,0.7703,0.5679,0
R10919,182.77,0.6376,54.11,Local Road,4,16.2,0.3203,0.67,0.4188,0.8103,1
R10920,82.47,0.3749,584.24,Main Road,1,664.7,0.9917,1.61,0.5864,0.7317,1
R10921,215.04,0.3853,630.14,Local Road,1,1007.4,0.5904,7.56,0.894,0.5316,0
R10922,178.47,0.5334,372.21,Rural Road,0,332.3,0.7107,1.98,0.6502,0.7574,1
R10923,97.45,0.3286,354.05,Local Road,2,155.9,0.5263,10.93,0.6808,0.3116,0
R10924,7.61,0.3732,205.28,Rural Road,5,794.9,0.77,2.4,0.9544,0.5144,0
R10925,225.05,0.4743,517.11,Local Road,6,1883.6,0.7521,6.98,0.5186,0.9021,1
R10926,64.43,0.5545,706.18,Bridge,12,1544.3,0.6571,0.18,0.3445,0.9271,1
